taxa_id,estimate,statistic,p.value,parameter,conf.low,conf.high,method,alternative,fdr_p.value,agg_level
ASV_93,0.4112543737700563,1.6881384055177766,0.11352550689542516,14,-0.10607564063737984,0.75337577585865,Pearson's product-moment correlation,two.sided,0.5942990837968551,none
ASV_95,-0.3875420975676571,-1.5729745568781108,0.13804585017328508,14,-0.7409130741132003,0.13388306354243354,Pearson's product-moment correlation,two.sided,0.5942990837968551,none
ASV_172,0.3755389065757068,1.516106896664088,0.1517429041506974,14,-0.14765301136750447,0.7345102736194858,Pearson's product-moment correlation,two.sided,0.6273618298090085,none
ASV_186,0.3682077529549963,1.4818142843125794,0.1605453501479746,14,-0.15596463998579382,0.7305679591284423,Pearson's product-moment correlation,two.sided,0.6273618298090085,none
ASV_22,0.3701263902376911,1.4907576524971826,0.15820934609036197,14,-0.15379655003276027,0.7316020418599363,Pearson's product-moment correlation,two.sided,0.6273618298090085,none
ASV_252,0.371950278358327,1.4992798565263419,0.1560099840919357,14,-0.1517308401673701,0.7325835181124523,Pearson's product-moment correlation,two.sided,0.6273618298090085,none
ASV_347,0.3769344361168835,1.522671883048721,0.15010506021217404,14,-0.1460624255278917,0.7352579818449343,Pearson's product-moment correlation,two.sided,0.6273618298090085,none
ASV_635,0.3734543001554973,1.5063226234345946,0.1542118990873501,14,-0.15002395788543754,0.7333917403271227,Pearson's product-moment correlation,two.sided,0.6273618298090085,none
ASV_158,0.36593137576385304,1.471231768412865,0.16334678090844842,14,-0.15853044711900843,0.729338906711049,Pearson's product-moment correlation,two.sided,0.6286376113749379,none
ASV_23,0.3617891897692147,1.452053388583119,0.16852787636089217,14,-0.1631811900618479,0.7270964406902475,Pearson's product-moment correlation,two.sided,0.6388967253084569,none
ASV_33,0.35276160501341175,1.4105957059520726,0.18019580474223654,14,-0.17323694273590867,0.7221819966426742,Pearson's product-moment correlation,two.sided,0.6430472798188621,none
ASV_468,0.35364191690669083,1.414618275808434,0.17903521073072123,14,-0.17226117251517903,0.7226628683009247,Pearson's product-moment correlation,two.sided,0.6430472798188621,none
ASV_495,0.3511892371098844,1.4034214306627035,0.1822811186888113,14,-0.1749772477669525,0.7213221989486345,Pearson's product-moment correlation,two.sided,0.6430472798188621,none
ASV_68,0.35276160501341175,1.4105957059520726,0.18019580474223654,14,-0.17323694273590867,0.7221819966426742,Pearson's product-moment correlation,two.sided,0.6430472798188621,none
ASV_682,0.35276160501341175,1.4105957059520726,0.18019580474223654,14,-0.17323694273590867,0.7221819966426742,Pearson's product-moment correlation,two.sided,0.6430472798188621,none
ASV_255,0.3489968239558169,1.393440648254906,0.18521516918862738,14,-0.17739834628327858,0.7201214425461815,Pearson's product-moment correlation,two.sided,0.6444473010124844,none
ASV_27,0.34570822670880424,1.3785183409815513,0.18967405626498832,14,-0.1810180616348028,0.7183161425924667,Pearson's product-moment correlation,two.sided,0.65104338231496,none
ASV_10,0.3368403513591499,1.3385645224617355,0.20204532930794245,14,-0.1907082060703724,0.7134229185010998,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_100,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_105,0.30024049424138294,1.177733523191559,0.25853613765222927,14,-0.2296427533080681,0.6928311940302366,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_11,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_111,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_1158,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_116,0.24119204389020305,0.9299113878591548,0.368174731469583,14,-0.28907516520021226,0.6582025564862922,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_117,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_121,0.34225974460874165,1.3629324937637812,0.19442451515856127,14,-0.1847984939210859,0.7164176675758819,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_122,0.23968107129653518,0.9237296176104445,0.3712746010788207,14,-0.2905441535609961,0.6572926793264464,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_124,0.21399001440089746,0.8196641429598551,0.4261424074038128,14,-0.31514459001164624,0.6416334412937783,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_127,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_129,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_135,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_144,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_146,0.23313746303134425,0.8970395207322552,0.3848641816500402,14,-0.29687721985241244,0.6533381475864075,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_148,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_150,0.2853505501073125,1.1140005524723604,0.2840393100434768,14,-0.24501162181592165,0.6842665246964106,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_152,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_155,-0.2181443144504849,-0.8363638355101887,0.4169977016470251,14,-0.6441899691280832,0.31121426284596865,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_156,-0.25634134293495664,-0.9922977994944099,0.33789397761309714,14,-0.6672583124945984,0.274207466585328,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_17,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_175,0.33967123723104803,1.3512744556575946,0.19804077683656893,14,-0.18762595920961328,0.7149889800418681,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_179,0.30024049424138294,1.177733523191559,0.25853613765222927,14,-0.2296427533080681,0.6928311940302366,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_182,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_184,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_185,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_187,0.2272969861883391,0.8733263385434952,0.39721797103297196,14,-0.30249067166011917,0.6497890691972211,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_190,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_193,-0.22279875183719605,-0.855130768867062,0.40687543086254496,14,-0.6470430148786337,0.30678914720043,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_198,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_20,0.24108028044574245,0.9294538902112823,0.36840353086729893,14,-0.28918390875333144,0.6581352964958618,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_201,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_207,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_210,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_213,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_232,0.28533582514741146,1.1139379713739395,0.28406525239408953,14,-0.24502668960210844,0.6842580001026192,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_233,0.24366901702575508,0.9400608706200827,0.3631241240351123,14,-0.28666160326219187,0.6596915087956167,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_245,0.3002404942413831,1.1777335231915598,0.25853613765222927,14,-0.22964275330806797,0.6928311940302367,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_247,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_25,-0.30805485245929204,-1.2115553504082002,0.24573607481716908,14,-0.6972821130907554,0.22146991499176896,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_250,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_257,0.30024049424138294,1.177733523191559,0.25853613765222927,14,-0.2296427533080681,0.6928311940302366,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_26,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_265,0.2331374630313443,0.8970395207322556,0.3848641816500401,14,-0.29687721985241244,0.6533381475864075,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_269,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_285,0.30024049424138294,1.177733523191559,0.25853613765222927,14,-0.2296427533080681,0.6928311940302366,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_300,0.23313746303134428,0.8970395207322553,0.3848641816500402,14,-0.29687721985241244,0.6533381475864075,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_307,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_32,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_331,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_333,0.30024049424138305,1.1777335231915596,0.2585361376522293,14,-0.22964275330806805,0.6928311940302367,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_34,0.302340158430428,1.186795184326378,0.2550573256519362,14,-0.22745408546672208,0.6940300715778104,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_37,0.19727908407538955,0.752948154787709,0.4639550331363327,14,-0.3307733281127042,0.6312527588694679,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_385,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_397,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_4,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_40,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_411,0.2859706630746872,1.1166368137898803,0.2829480913306669,14,-0.24437683871707022,0.6846254223908702,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_418,-0.2928623572170681,-1.1460391340786635,0.2709908652483569,14,-0.688601102186136,0.23729137587904944,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_435,0.30024049424138294,1.177733523191559,0.25853613765222927,14,-0.2296427533080681,0.6928311940302366,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_438,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_442,0.2718888926091986,1.0571389345073459,0.3083490961875531,14,-0.2586805696820596,0.6764275058939628,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_446,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_450,0.3002404942413831,1.1777335231915598,0.25853613765222927,14,-0.22964275330806797,0.6928311940302367,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_466,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_49,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_50,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_510,0.30024049424138294,1.177733523191559,0.25853613765222927,14,-0.2296427533080681,0.6928311940302366,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_546,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_547,0.2331374630313443,0.8970395207322556,0.3848641816500401,14,-0.29687721985241244,0.6533381475864075,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_55,0.30024049424138294,1.177733523191559,0.25853613765222927,14,-0.2296427533080681,0.6928311940302366,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_573,-0.21139831148195892,-0.8092695480174834,0.4318995679498012,14,-0.640033697484264,0.31758740584645845,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_579,0.26784430329940884,1.0401877790678717,0.3158842285236217,14,-0.26274634441325223,0.6740542095864811,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_6,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_61,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_619,0.21486729822951486,0.8231867787008628,0.42420267757548225,14,-0.31431611261201753,0.6421741083341412,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_632,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_638,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_64,-0.251515204357031,-0.9723412383134539,0.3473819441733226,14,-0.664386530770454,0.2789715849804468,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_642,0.29554864584863383,1.157552307817311,0.26641474927485326,14,-0.2345141952955342,0.6901443506811875,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_655,-0.20634748854149204,-0.7890632113118234,0.4432333743534147,14,-0.6369053324158092,0.3223279806788553,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_66,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_694,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_70,0.23830161842272463,0.9180921478436285,0.3741171587412496,14,-0.2918830976847839,0.6564609362293904,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_72,0.29361162443677397,1.1492474188163853,0.269709704343427,14,-0.23651762729536738,0.6890319102188218,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_76,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_763,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_768,0.23313746303134425,0.8970395207322552,0.3848641816500402,14,-0.29687721985241244,0.6533381475864075,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_769,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_77,-0.25151520435703084,-0.9723412383134532,0.3473819441733229,14,-0.6643865307704538,0.27897158498044694,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_78,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
ASV_79,0.1958467118606365,0.7472623895829426,0.4672711931661421,14,-0.33209959702070224,0.6303556876209072,Pearson's product-moment correlation,two.sided,0.6521257311219785,none
