asv_id,Domain,Phylum,Class,Order,Family,Genus,Species,Domain_confidence,Phylum_confidence,Class_confidence,Order_confidence,Family_confidence,Genus_confidence,Species_confidence
ASV_34,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter,Oceanobacter mangrovi,100,100,100,100,100,98.1,60.86666666666665
ASV_35,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Pseudooceanicola,Wenxinia saemankumensis,100,100,100,100,52.93333333333335,31.71666666666668,28.066666666666674
ASV_36,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella,Terasakiella salincola,100,100,100,100,100,100,100
ASV_37,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,100,100,100,100,100,47.5,47.5
ASV_38,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,91.0535714285714
ASV_39,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassovita,Thalassovita mangrovi,100,100,100,100,89.53095238095239,54.711904761904755,54.711904761904755
ASV_40,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,Hyphomonas atlantica,100,100,100,100,100,100,48.676190476190456
ASV_41,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum riftiae,100,100,100,100,100,100,33.98333333333333
ASV_42,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas indica,100,100,100,100,100,65.95,16.416666666666668
ASV_43,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrorhabdus,Thiomicrorhabdus chilensis,100,100,100,100,100,86.83333333333331,29.5
ASV_44,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria conchae,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,58.50833333333336,58.17500000000003,41.50833333333336
ASV_45,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Fastidiosibacteraceae,Cysteiniphilum,Cysteiniphilum marinum,100,100,100,100,100,100,99
ASV_46,Bacteria,Pseudomonadota,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas lipolytica,100,100,100,100,100,100,83.33333333333333
ASV_47,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas confluentis,99.9999999999999,99.9999999999999,99.9999999999999,99.9999999999999,99.9999999999999,89.71904761904753,49.14969379971665
ASV_48,Bacteria,Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,Aureispira,Aureispira maritima,100,100,100,100,100,100,98
ASV_49,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Eionea,Eionea nigra,99.99999999999999,99.99999999999999,99.99999999999999,54.16666666666666,50.333333333333336,46,46
ASV_50,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Poseidonocella,Pseudomarivita litorea,100,100,100,100,62.530952380952385,30.43333333333332,19.759523809523802
ASV_51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_52,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Fastidiosibacteraceae,Cysteiniphilum,Cysteiniphilum litorale,100,100,100,100,100,77.33333333333331,73.66666666666667
ASV_53,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Thalassolituus,Thalassolituus oleivorans,100,100,100,98,94,50.000000000000014,45.33333333333334
ASV_54,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas hydrogeniphila,100,100,100,100,100,100,28.89801587301587
ASV_55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_56,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Congregibacter,Congregibacter litoralis,100,100,100,100,100,59.833333333333336,59.833333333333336
ASV_57,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,Hyphomonas atlantica,100,100,100,100,100,100,48.825
ASV_58,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas confluentis,100.00000000000003,100.00000000000003,100.00000000000003,100.00000000000003,100.00000000000003,87.24985507246379,56.650144927536196
ASV_59,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,Halobacteriovorax vibrionivorans,100,100,100,100,100,100,96.5
ASV_60,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio fortis,100,100,100,100,100,100,70
ASV_61,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Eionea,Eionea nigra,100,100,100,60.166666666666664,50.08333333333334,48.08333333333334,48.08333333333334
ASV_62,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Haloferula,Haloferula phyci,100,100,100,100,100,100,73.66666666666666
ASV_63,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Shimia,Shimia marina,100,100,100,100,99.5,82.00000000000001,80.33333333333333
ASV_64,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,Rubritalea tangerina,100,100,100,100,100,100,86.5
ASV_65,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Fastidiosibacteraceae,Cysteiniphilum,Cysteiniphilum litorale,100,100,100,100,100,84,83
ASV_66,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella philomiragia,100,100,100,100,100,100,46.2404761904762
ASV_67,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas piratica,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,99.87009803921569,86.13555806938159,36.04019181585682
ASV_68,Bacteria,Bacteroidota,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,Lewinella cohaerens,100,100,100,100,100,100,100
ASV_69,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,Allomuricauda onchidii,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,92.66666666666669,64.33333333333333
ASV_70,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio tubiashii,100,100,100,100,100,100,100
ASV_71,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum lithotrophicum,100,100,100,100,100,100,67.33333333333331
ASV_72,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacterioplanoides,Bacterioplanoides pacificum,100,100,100,95.00000000000001,93.00000000000001,78.66666666666669,78.66666666666669
ASV_73,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassovita,Shimia aestuarii,100,100,100,100,93.55,33.73333333333335,17.86666666666667
ASV_74,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Aliiroseovarius,Aliiroseovarius crassostreae,100,100,100,100,72.0583333333333,39.875,30.319444444444443
ASV_75,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptuniibacter,Neptuniibacter caesariensis,100,100,100,100,100,100,73.5
ASV_76,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea coralli,100,100,100,100,98,91.46666666666668,35.033333333333346
ASV_77,Bacteria,Bacteroidota,Saprospiria,Saprospirales,Haliscomenobacteraceae,Phaeodactylibacter,Phaeodactylibacter luteus,100,100,100,100,100,100,100
ASV_78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_79,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea coralli,100,100,100,98,98,97,42.083333333333336
ASV_80,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacterioplanoides,Bacterioplanoides pacificum,100.00000000000003,100.00000000000003,100.00000000000003,96.00000000000004,94.1666666666667,65.4166666666667,65.4166666666667
ASV_81,Bacteria,Bacteroidota,Saprospiria,Saprospirales,Lewinellaceae,Flavilitoribacter,Flavilitoribacter nigricans,100,100,100,100,100,53.5,53.5
ASV_82,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio hannami,100,100,100,100,100,100,38.16666666666664
ASV_83,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudooceanicola,Pseudooceanicola spongiae,100,100,100,100,57.37857142857145,29.735714285714284,29.592857142857152
ASV_84,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,Phaeobacter italicus,100,100,100,100,91.01666666666668,36.11666666666664,36.11666666666664
ASV_85,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax profundi,100,100,100,100,100,100,92
ASV_86,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio hannami,100,100,100,100,100,100,60.00000000000001
ASV_87,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas montiporae,100,100,100,100,100,100,61.583333333333336
ASV_88,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea coralli,100,100,100,98,98,95,44.333333333333336
ASV_89,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter,Celeribacter litoreus,100,100,100,100,97.83333333333333,64.58333333333334,38.33333333333335
ASV_90,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Pseudoteredinibacter,Pseudoteredinibacter isoporae,100,100,100,100,100,100,100
ASV_91,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,Kordia jejudonensis,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,57.2
ASV_92,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pseudotenacibaculum,Pseudotenacibaculum haliotis,100,100,100,100,100,68.9666666666667,68.9666666666667
ASV_93,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,Paraglaciecola aquimarina,100,100,100,100,100,46.66666666666665,46.66666666666665
ASV_94,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter,Celeribacter litoreus,100,100,100,100,96.10000000000001,52.376190476190466,30.533333333333324
ASV_95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_96,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter rubellus,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,95.02717205395224,56.797867818456055,56.797867818456055
ASV_97,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,Hyphomonas adhaerens,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,95.66666666666664,44
ASV_98,Bacteria,Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,Aureispira,Aureispira maritima,100,100,100,100,100,100,100
ASV_99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_100,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tropicibacter,Tropicibacter naphthalenivorans,100.00000000000003,100.00000000000003,100.00000000000003,100.00000000000003,94.33333333333336,67.73690476190477,67.73690476190477
ASV_101,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas montiporae,100,100,100,100,99,99,58.833333333333336
ASV_102,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter lacunae,100,100,100,100,100,95.83333333333333,72.16666666666669
ASV_103,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum aggregans,100,100,100,100,100,100,89.75
ASV_104,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas abrolhosensis,100,100,100,100,100,92.13691387559808,24.10243670868249
ASV_105,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,Rubritalea tangerina,100,100,100,100,100,100,74
ASV_106,Bacteria,Verrucomicrobiota,Opitutae,Puniceicoccales,Coraliomargaritaceae,Coraliomargarita,Coraliomargarita akajimensis,100,100,100,100,100,100,76.66666666666667
ASV_107,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleispira,Oleispira lenta,100,100,100,100,100,100,97
ASV_108,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas abrolhosensis,100,100,100,100,100,95.47249909510779,25.114253909294977
ASV_109,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Allofrancisella,Allofrancisella frigidaquae,100,100,100,100,100,53.25000000000001,29.83333333333333
ASV_110,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,Seonamhaeicola aphaedonensis,100,100,100,100,100,100,100
ASV_111,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,Hyphomonas beringensis,100,100,100,100,100,97.5,35.70000000000001
ASV_112,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,NA,Sedimenticola,Sedimenticola thiotaurini,100.00000000000001,100.00000000000001,100.00000000000001,53.16666666666666,33.50000000000001,22.250000000000004,22.250000000000004
ASV_113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_114,Bacteria,Verrucomicrobiota,Opitutae,Puniceicoccales,Coraliomargaritaceae,Coraliomargarita,Coraliomargarita akajimensis,100,100,97.41666666666669,97.41666666666669,97.41666666666669,97.41666666666669,63.16666666666666
ASV_115,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleispira,Oleispira lenta,100,100,100,100,100,100,99
ASV_116,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola,Algicola bacteriolytica,100,100,100,100,100,100,100
ASV_117,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter pontiacus,100,100,100,100,99.5,99.5,90.58333333333333
ASV_118,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas abrolhosensis,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.72934384456119,40.59378462132532
ASV_119,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sediminis,100,100,100,100,100,100,51
ASV_120,Bacteria,Chlamydiota,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Parachlamydia,Parachlamydia acanthamoebae,100,100,100,100,97,90.5,90.5
ASV_121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_123,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter rubeus,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,86.44391025641026,39.451923076923045,36.97275641025637
ASV_124,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,70.0833333333334,70.0833333333334
ASV_125,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillum,Oceanospirillum beijerinckii,100,100,100,70.15238095238092,63.56904761904763,56.36904761904762,23.850000000000012
ASV_126,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum riftiae,100,100,100,100,100,100,65.11666666666666
ASV_127,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,Arenicella chitinivorans,100,100,100,100,100,99.5,53
ASV_128,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea loyana,100,100,100,100,100,95.5,21.866666666666664
ASV_129,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,100,100,100,100,100,43.25000000000001,43.25000000000001
ASV_130,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,Allomuricauda ochracea,100,100,100,100,100,100,68.5
ASV_131,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas piratica,100,100,100,100,100,100,50
ASV_132,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas aestuariivivens,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,94.34404761904764,44.18614718614717
ASV_133,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas confluentis,100,100,100,100,100,90.79047619047617,56.90952380952381
ASV_134,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio quintilis,100,100,100,100,100,96.5,42.25
ASV_135,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Maritimibacter,Maritimibacter fusiformis,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,52.032142857142865,40.804761904761904,21.15119047619049
ASV_136,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,Allomuricauda nanhaiensis,100,100,100,100,100,86.66666666666667,72
ASV_137,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Cohaesibacteraceae,Cohaesibacter,Cohaesibacter gelatinilyticus,100,100,100,100,100,100,92.5
ASV_138,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,100,100,100,100,100,33.833333333333336,30.25
ASV_139,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudodonghicola,Pseudodonghicola xiamenensis,100,100,100,100,64.1416666666667,41.425000000000026,41.425000000000026
ASV_140,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas ostreae,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,26.68333333333332
ASV_141,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio neptunius,100,100,100,100,100,100,95.49999999999999
ASV_142,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,Methylotenera oryzisoli,100,100,100,100,78.5,78.5,78.5
ASV_143,Bacteria,Chlamydiota,Chlamydiia,Parachlamydiales,Waddliaceae,Waddlia,Waddlia malaysiensis,100,100,100,100,100,100,70.5
ASV_144,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea coralli,100,100,100,100,100,99,85.33333333333333
ASV_145,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Fastidiosibacteraceae,Cysteiniphilum,Cysteiniphilum litorale,100,100,100,100,100,88,86.5
ASV_146,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Thalassolituus,Thalassolituus oleivorans,100,100,100,98,93.5,50.16666666666666,49.833333333333336
ASV_147,Bacteria,Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,Aureispira,Aureispira maritima,100,100,100,100,100,100,100
